threat_id,timestamp,source_ip,destination_ip,attack_type,detection_method,confidence,severity,affected_system,response_priority,status
TID-20260413 - 0618,2026-04-13 17:55:16,192.168.1.45,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9962,High,File Server,P1 - Immediate,Open
TID-20260413 - 0619,2026-04-13 17:55:21,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0620,2026-04-13 17:55:25,10.0.0.88,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0621,2026-04-13 17:55:28,10.10.10.50,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9991,High,File Server,P1 - Immediate,Open
TID-20260413 - 0622,2026-04-13 17:55:33,192.0.2.200,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9984,High,File Server,P1 - Immediate,Open
TID-20260413 - 0623,2026-04-13 17:55:36,172.16.0.5,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0624,2026-04-13 17:55:48,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0625,2026-04-13 17:55:50,198.51.100.7,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0626,2026-04-13 17:55:51,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9972,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0627,2026-04-13 17:55:53,172.16.0.5,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0628,2026-04-13 17:55:56,172.16.0.5,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0629,2026-04-13 17:55:57,10.0.0.88,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0630,2026-04-13 17:55:59,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0631,2026-04-13 17:56:08,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9974,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0632,2026-04-13 17:56:12,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0633,2026-04-13 17:56:17,192.168.1.45,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0634,2026-04-13 17:56:20,192.168.1.45,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0635,2026-04-13 17:56:23,192.0.2.200,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9997,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0636,2026-04-13 17:56:29,192.168.1.10,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9996,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0637,2026-04-13 17:56:37,198.51.100.7,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0638,2026-04-13 17:56:41,172.16.0.5,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0639,2026-04-13 17:56:46,198.51.100.7,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9968,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0640,2026-04-13 17:56:53,172.31.255.1,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0641,2026-04-13 17:56:55,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0642,2026-04-13 17:56:56,192.168.1.10,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0643,2026-04-13 17:56:59,192.0.2.200,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9655,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0644,2026-04-13 17:57:01,192.168.2.101,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0645,2026-04-13 17:57:04,198.51.100.7,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0646,2026-04-13 17:57:10,192.0.2.200,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0647,2026-04-13 17:57:12,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0648,2026-04-13 17:57:13,192.168.1.10,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9988,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0649,2026-04-13 17:57:16,172.16.0.5,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9854,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0650,2026-04-13 17:57:18,203.0.113.42,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0651,2026-04-13 17:57:21,198.51.100.7,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9992,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0652,2026-04-13 17:57:22,10.10.10.50,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0653,2026-04-13 17:57:24,192.168.1.45,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0654,2026-04-13 17:57:25,198.51.100.7,10.0.0.2,Probe / Network Sweep,AI -Logistic Regression,0.9707,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0655,2026-04-13 17:57:28,172.16.0.5,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0656,2026-04-13 17:57:34,10.0.0.88,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0657,2026-04-13 17:57:37,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0658,2026-04-13 17:57:49,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9936,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0659,2026-04-13 17:57:51,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9992,High,File Server,P1 - Immediate,Open
TID-20260413 - 0660,2026-04-13 17:57:53,203.0.113.42,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,File Server,P1 - Immediate,Open
TID-20260413 - 0661,2026-04-13 17:57:56,192.168.2.101,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0662,2026-04-13 17:57:57,172.31.255.1,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0663,2026-04-13 17:58:11,172.31.255.1,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9996,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0664,2026-04-13 17:58:15,192.0.2.200,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0665,2026-04-13 17:58:17,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0666,2026-04-13 17:58:18,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9971,High,File Server,P1 - Immediate,Open
TID-20260413 - 0667,2026-04-13 17:58:20,192.0.2.200,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9836,High,File Server,P1 - Immediate,Open
TID-20260413 - 0668,2026-04-13 17:58:24,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0669,2026-04-13 17:58:26,192.168.2.101,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0670,2026-04-13 17:58:27,192.168.1.10,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9986,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0671,2026-04-13 17:58:30,198.51.100.7,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0672,2026-04-13 17:58:35,172.31.255.1,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,File Server,P1 - Immediate,Open
TID-20260413 - 0673,2026-04-13 17:58:40,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0674,2026-04-13 17:58:41,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0675,2026-04-13 17:58:56,172.31.255.1,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9989,High,File Server,P1 - Immediate,Open
TID-20260413 - 0676,2026-04-13 17:59:04,203.0.113.42,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0677,2026-04-13 17:59:07,192.0.2.200,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0678,2026-04-13 17:59:08,192.168.1.45,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9957,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0679,2026-04-13 17:59:10,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0680,2026-04-13 17:59:11,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0681,2026-04-13 17:59:16,198.51.100.7,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9989,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0682,2026-04-13 17:59:23,10.10.10.50,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9952,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0683,2026-04-13 17:59:26,172.31.255.1,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9985,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0684,2026-04-13 17:59:30,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0685,2026-04-13 17:59:33,192.168.1.10,192.168.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9361,High,File Server,P1 - Immediate,Open
TID-20260413 - 0686,2026-04-13 17:59:42,10.0.0.88,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0687,2026-04-13 17:59:45,172.16.0.5,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9991,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0688,2026-04-13 17:59:46,192.0.2.200,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9957,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0689,2026-04-13 17:59:48,203.0.113.42,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9904,High,File Server,P1 - Immediate,Open
TID-20260413 - 0690,2026-04-13 17:59:54,172.16.0.5,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0691,2026-04-13 17:59:55,192.0.2.200,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0692,2026-04-13 17:59:57,172.31.255.1,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0693,2026-04-13 18:00:03,192.168.1.45,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0694,2026-04-13 18:00:06,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0695,2026-04-13 18:00:07,192.168.2.101,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9394,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0696,2026-04-13 18:00:09,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0697,2026-04-13 18:00:12,192.0.2.200,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9987,High,File Server,P1 - Immediate,Open
TID-20260413 - 0698,2026-04-13 18:00:13,203.0.113.42,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9986,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0699,2026-04-13 18:00:17,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0700,2026-04-13 18:00:18,192.0.2.200,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0701,2026-04-13 18:00:20,192.168.1.10,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0702,2026-04-13 18:00:21,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0703,2026-04-13 18:00:26,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,File Server,P1 - Immediate,Open
TID-20260413 - 0704,2026-04-13 18:00:27,192.168.1.45,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0705,2026-04-13 18:00:30,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0706,2026-04-13 18:00:32,192.168.1.10,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9993,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0707,2026-04-13 18:00:36,10.0.0.88,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9991,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0708,2026-04-13 18:00:39,192.168.2.101,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0709,2026-04-13 18:00:44,172.31.255.1,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0710,2026-04-13 18:00:45,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0711,2026-04-13 18:00:51,192.0.2.200,10.0.0.2,Probe / Network Sweep,AI -Logistic Regression,0.9915,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0712,2026-04-13 18:01:00,172.31.255.1,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9992,High,File Server,P1 - Immediate,Open
TID-20260413 - 0713,2026-04-13 18:01:09,10.0.0.88,10.0.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9765,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0714,2026-04-13 18:01:19,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,File Server,P1 - Immediate,Open
TID-20260413 - 0715,2026-04-13 18:01:25,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0716,2026-04-13 18:01:28,192.168.2.101,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,File Server,P1 - Immediate,Open
TID-20260413 - 0717,2026-04-13 18:01:29,192.168.1.45,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0718,2026-04-13 18:01:35,10.0.0.88,10.0.0.2,Probe / Network Sweep,AI -Logistic Regression,0.979,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0719,2026-04-13 18:01:37,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0720,2026-04-13 18:01:43,192.168.2.101,10.0.0.5,Probe / Network Sweep,AI -Logistic Regression,0.9891,High,File Server,P1 - Immediate,Open
TID-20260413 - 0721,2026-04-13 18:01:46,10.0.0.88,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9997,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0722,2026-04-13 18:01:53,192.168.1.45,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0723,2026-04-13 18:01:55,10.10.10.50,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9991,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0724,2026-04-13 18:02:06,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0725,2026-04-13 18:02:07,172.16.0.5,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0726,2026-04-13 18:02:12,172.31.255.1,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0727,2026-04-13 18:02:13,203.0.113.42,10.0.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9416,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0728,2026-04-13 18:02:15,198.51.100.7,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0729,2026-04-13 18:02:18,192.168.1.10,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.993,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0730,2026-04-13 18:02:21,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0731,2026-04-13 18:02:24,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0732,2026-04-13 18:02:33,192.0.2.200,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0733,2026-04-13 18:02:36,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,File Server,P1 - Immediate,Open
TID-20260413 - 0734,2026-04-13 18:02:37,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9986,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0735,2026-04-13 18:02:39,192.168.1.10,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9974,High,File Server,P1 - Immediate,Open
TID-20260413 - 0736,2026-04-13 18:02:42,192.168.1.10,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9981,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0737,2026-04-13 18:02:43,172.31.255.1,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9986,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0738,2026-04-13 18:02:45,10.0.0.88,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0739,2026-04-13 18:02:51,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0740,2026-04-13 18:02:53,192.168.2.101,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0741,2026-04-13 18:02:56,172.16.0.5,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0742,2026-04-13 18:02:59,10.10.10.50,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9989,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0743,2026-04-13 18:03:00,10.10.10.50,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0744,2026-04-13 18:03:08,203.0.113.42,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0745,2026-04-13 18:03:18,192.168.1.45,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0746,2026-04-13 18:03:20,172.31.255.1,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0747,2026-04-13 18:03:23,203.0.113.42,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0748,2026-04-13 18:03:26,198.51.100.7,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9981,High,File Server,P1 - Immediate,Open
TID-20260413 - 0749,2026-04-13 18:03:27,192.0.2.200,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9994,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0750,2026-04-13 18:03:29,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0751,2026-04-13 18:03:30,192.168.1.45,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9904,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0752,2026-04-13 18:03:38,192.168.2.101,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9925,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0753,2026-04-13 18:03:44,10.0.0.88,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0754,2026-04-13 18:03:50,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,File Server,P1 - Immediate,Open
TID-20260413 - 0755,2026-04-13 18:04:02,192.168.1.45,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0756,2026-04-13 18:04:04,203.0.113.42,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.998,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0757,2026-04-13 18:04:05,203.0.113.42,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0758,2026-04-13 18:04:13,192.168.1.10,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0759,2026-04-13 18:04:14,10.0.0.88,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0760,2026-04-13 18:04:20,203.0.113.42,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0761,2026-04-13 18:04:22,203.0.113.42,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0762,2026-04-13 18:04:26,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0763,2026-04-13 18:04:34,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9993,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0764,2026-04-13 18:04:43,192.168.1.10,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9986,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0765,2026-04-13 18:04:46,192.168.2.101,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0766,2026-04-13 18:04:51,192.168.1.45,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0767,2026-04-13 18:05:01,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0768,2026-04-13 18:05:03,192.168.2.101,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,File Server,P1 - Immediate,Open
TID-20260413 - 0769,2026-04-13 18:05:07,192.0.2.200,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0770,2026-04-13 18:05:13,192.168.1.10,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0771,2026-04-13 18:05:16,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0772,2026-04-13 18:05:19,172.31.255.1,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
